Region,Energy_Source,Temperature_C,Wind_Speed_m_s,Solar_Radiation_kWh_m2,Rainfall_mm,Season,Efficiency_Ratio,Lagged_Production_MWh,Combined_Weather_Index,Energy_Class
East,Solar,33.21380432,15.53421114,0.121567715,20.42277907,Summer,170.2585229,7790.304528,0.457586613,High
North,Wind,6.235060399,1.307323151,6.740199191,33.98486084,Monsoon,124.3241928,8490.721567,1.112295116,Low
North,Solar,17.02412336,9.751423873,0.518357991,2.834021608,Spring,154.1120123,1899.994763,0.569779825,Medium
South,Hydro,4.954424882,0.672272004,5.488586651,1.733635211,Summer,143.4921241,4360.43067,1.034668969,Low
South,Hydro,39.44506036,1.253064069,2.87632729,19.59552815,Monsoon,159.1804409,1738.447769,0.102098781,High
West,Hydro,37.48267029,18.12874907,3.067765995,34.85818461,Summer,90.48285214,7095.380877,0.550806763,High
South,Hydro,-3.225793488,2.784907422,3.529585035,9.671767148,Winter,1562.771234,5399.942904,-2.836962409,High
East,Hydro,26.75088276,10.64841365,6.21292449,32.07522406,Winter,45.8444106,6389.701132,0.60759646,Medium
North,Hydro,36.63617428,8.221912052,3.340499657,12.9914069,Winter,44.64120238,2045.220973,0.307215383,Medium
North,Wind,3.125890531,6.946866525,7.326990506,44.30430544,Spring,27.76252885,2196.284034,3.459582101,Low
North,Wind,20.55753537,17.99666691,4.045273856,44.78449721,Monsoon,75.42449794,510.8235225,1.022470351,Medium
South,Wind,36.19697339,0.436467936,0.683532003,14.86436021,Winter,147.2316746,3288.468598,0.030109975,High
North,Solar,-3.472430964,13.27579372,7.837598425,11.4996877,Spring,461.0038916,5641.472147,-8.539527477,High
North,Solar,26.38391203,19.26788868,2.857583246,20.5651986,Spring,135.3800269,8593.555649,0.807973379,High
North,Wind,8.380705332,11.20336367,4.327668796,12.02657926,Spring,177.0419887,6702.58173,1.655635895,Medium
West,Solar,36.59782879,18.73644924,6.854438832,33.61919216,Spring,150.911264,4410.423602,0.680648029,High
West,Solar,38.69762103,1.045157586,3.324561571,41.30323423,Winter,163.8521285,9535.889133,0.110075089,High
South,Hydro,37.49199201,8.375866381,0.565856561,33.65460655,Spring,196.245129,7220.527486,0.232300862,High
North,Hydro,16.33963975,5.203155819,3.73921047,41.21752236,Winter,202.5386086,9308.635508,0.515718113,High
South,Solar,33.79191929,14.6164193,9.444485827,19.84960811,Winter,45.25105374,5323.120935,0.691565904,Medium
North,Solar,33.00472293,19.62594181,6.417343973,7.815848535,Spring,10.37476859,2663.15232,0.765872606,Low
North,Wind,9.359521296,5.130601249,6.714791487,36.89754737,Winter,328.2264466,622.984195,1.143430512,High
North,Solar,32.30119634,13.08349203,6.322821536,18.02372526,Monsoon,24.68148624,7288.24003,0.582751243,Low
South,Hydro,-3.334656438,3.961952655,1.98992139,33.56354126,Monsoon,856.3139148,1300.89968,-2.549357562,Medium
South,Solar,21.83214453,11.30660509,4.183338641,13.5321971,Summer,140.166213,3097.47377,0.678427018,High
North,Wind,5.350397678,9.278649734,7.509397984,4.06148174,Monsoon,245.8127209,5371.461988,2.643621481,High
East,Hydro,0.42550986,19.44010659,1.013728976,49.62908977,Winter,276.3233329,5687.724219,14.348435,High
South,Hydro,-1.537105927,12.17054545,2.778527761,7.810075397,Winter,121.1443057,6045.77365,-27.832635,Low
West,Hydro,26.33299491,6.990127442,2.763191085,49.4210497,Monsoon,104.0653532,1745.92777,0.356833145,Medium
South,Hydro,10.29437337,2.281915698,4.320189276,48.86399663,Spring,347.0080945,3859.400308,0.584548142,High
North,Solar,27.61450472,3.024936575,9.803687409,39.6909052,Spring,234.0848064,6210.222848,0.448325914,High
East,Wind,-2.058964664,4.506338599,0.675025467,32.9711481,Winter,1771.674103,9701.20676,-4.892858319,High
North,Solar,9.188065202,5.019333227,5.187009944,28.89035251,Spring,452.7602383,7303.548263,1.001794057,High
West,Solar,19.27710816,17.01232116,1.79364682,43.30507727,Summer,195.6319751,9233.777195,0.927448225,High
South,Hydro,30.58254242,11.22445577,9.706765454,14.47197608,Summer,113.4559319,7645.899377,0.662746556,High
South,Wind,9.343862632,10.46781823,1.133035047,23.38406062,Monsoon,91.18511094,5957.997992,1.121520431,Medium
North,Hydro,23.16511194,2.295377437,4.036010024,30.96949847,Monsoon,219.7035098,2001.031354,0.262005302,High
North,Solar,34.86899867,17.20279387,7.378849848,20.55952379,Spring,103.7450961,6700.187954,0.685317255,High
West,Solar,22.71384347,14.45628606,7.04554428,21.3743227,Winter,134.1226233,6271.457703,0.906720599,High
East,Hydro,5.483176364,1.353367238,4.227286369,16.51423338,Monsoon,410.2246223,6064.444788,0.860790035,Medium
West,Solar,-3.90196483,14.15670194,3.46524168,28.21159083,Summer,362.3442978,4948.880093,-6.072418054,High
East,Solar,34.15444933,10.87076435,3.976123786,42.5287264,Monsoon,68.2177956,5333.700379,0.422333116,Medium
South,Hydro,-4.042876512,1.634506915,2.642762632,10.0764189,Monsoon,4245.969889,3410.981018,-1.40566649,High
East,Solar,34.36157527,9.166012831,2.053329387,46.72165194,Summer,44.13402692,5241.195657,0.317274955,Medium
East,Wind,18.80217103,9.693925743,4.830396976,34.45438269,Winter,235.1311087,2055.803466,0.733471229,High
South,Hydro,37.25804643,3.315490803,2.685337561,41.16366063,Monsoon,43.81475716,8071.226534,0.156851406,Low
South,Wind,30.94524561,18.91396294,2.874616649,27.80953463,Monsoon,17.51534097,1939.191852,0.682060168,Low
South,Solar,39.90703497,16.99950743,6.567560635,38.97583507,Monsoon,68.53659768,941.1662699,0.576112839,Medium
West,Solar,10.7820317,13.38044675,9.685373317,0.810019867,Spring,189.8895719,4418.835661,1.957711595,High
South,Hydro,29.523473,9.24591122,6.036372006,40.91902124,Monsoon,96.78688733,6617.243651,0.500673145,Medium
North,Solar,13.08689111,8.235310832,0.769794671,2.006942954,Summer,122.9805267,4433.396567,0.639254285,Medium
South,Hydro,16.59440291,13.01946934,0.755836139,44.49566882,Winter,179.3416327,2839.865906,0.782936798,High
South,Hydro,23.23774584,10.90863739,9.514232208,49.59813736,Winter,79.15974927,5625.894721,0.84260598,Medium
South,Hydro,34.31547014,1.245462118,2.972907903,14.70337311,Summer,236.1366893,3535.323121,0.119448219,High
East,Hydro,39.28375611,10.25005298,0.920669861,10.51592781,Spring,179.4632279,9335.390132,0.277300925,High
West,Hydro,29.57230362,16.12807234,5.990445872,38.26816819,Summer,96.2877564,9234.186882,0.723482224,High
South,Wind,13.7995052,9.184797552,6.236487783,12.65131705,Winter,110.7201857,5073.481018,1.042013576,Medium
West,Hydro,13.9610651,1.039131551,6.485048201,43.27811916,Summer,328.9984586,3346.051541,0.502917386,High
North,Wind,28.19120357,15.72556399,2.674020279,5.142129608,Spring,9.738400256,7397.610898,0.630312629,Low
North,Solar,5.74497156,4.027275643,0.151106842,6.297759819,Winter,439.4449855,463.4581405,0.619481112,Medium
South,Hydro,-0.028664909,5.172416698,9.650153695,48.95757776,Spring,217.1471525,4800.21316,15.25999681,Medium
North,Solar,10.95799709,3.294127069,2.508930457,33.69194491,Summer,518.7363847,3429.601603,0.485286748,High
West,Hydro,7.925754624,6.604301297,6.760262881,42.34436122,Monsoon,9.817265152,9213.305263,1.49730356,Low
East,Wind,8.333865421,15.13503011,7.066298699,16.21646887,Summer,176.7189772,218.82997,2.3785782,High
South,Wind,5.512348797,10.38771719,6.100074171,33.82418748,Spring,323.1532243,5572.86727,2.531773385,High
North,Wind,-3.105806466,4.097625483,3.129073942,29.71209137,Summer,957.1920593,7432.569453,-3.431796578,Medium
West,Solar,-4.195672937,17.55660156,2.710962538,30.15750601,Monsoon,55.38285065,4901.678076,-6.342189736,Low
West,Hydro,39.44750754,17.5916371,5.976682827,34.12662298,Spring,151.9525428,945.4899986,0.582689055,High
North,Solar,14.24979102,17.4115685,8.660956336,28.76795866,Summer,126.5249336,9727.367761,1.709697189,High
West,Wind,12.29469912,4.775924228,9.467337289,21.45311847,Spring,224.4336064,5228.303271,1.071348918,High
West,Solar,25.58412772,9.024786884,1.059058044,13.79613472,Spring,66.60954158,6180.443819,0.379318255,Medium
South,Wind,4.821424954,19.69979312,1.548286126,38.42906655,Winter,180.5216308,2442.436849,3.649979072,Medium
West,Wind,37.74825328,15.44024953,9.447362588,11.3136215,Winter,68.33536314,4886.631043,0.64228991,Medium
North,Wind,30.38552565,0.543348425,7.365352283,34.61771531,Spring,21.41456682,4348.57997,0.251985606,Low
South,Hydro,-0.976504896,1.304091825,8.829938248,11.66664113,Summer,113.3137728,841.4688358,431.3251838,Low
North,Hydro,13.79113491,9.278627536,2.026326341,31.2665085,Summer,321.5415924,1150.9875,0.764306049,High
East,Wind,34.56032384,18.18440412,5.875858711,37.35391336,Summer,41.49938243,8390.977944,0.676604154,Medium
North,Solar,37.512941,10.77403596,7.011395944,10.93569445,Monsoon,36.0594238,2474.217527,0.461804044,Medium
North,Solar,16.03306801,9.956250161,6.801118854,2.997165043,Spring,150.8895361,2030.086888,0.983813897,High
South,Hydro,22.60351251,2.109473999,4.081516909,6.54868715,Spring,258.7925864,5098.623367,0.262291085,High
West,Wind,2.516527574,13.13560209,0.153948917,30.29984836,Monsoon,42.44122329,7710.5966,3.77916872,Low
North,Solar,39.60258818,16.44206321,5.829260568,42.47232031,Spring,92.41350226,713.2705339,0.548519806,High
South,Wind,5.425226562,7.60840015,2.531015392,2.249841062,Spring,77.28409561,5810.398404,1.578063504,Low
East,Solar,37.42292984,15.51223702,4.502542461,36.70756295,Monsoon,7.888132656,1280.183384,0.520907166,Low
South,Hydro,24.2340992,19.28953308,9.575810151,17.0659323,Winter,11.50039813,460.9644032,1.143902265,Low
South,Wind,22.34815577,4.075329183,3.990353176,23.9264185,Spring,266.0682416,622.1651264,0.345452653,High
West,Wind,18.070983,10.46659262,8.398016067,46.44297749,Monsoon,33.42316626,8358.224671,0.989178623,Low
North,Solar,5.380141527,5.742759162,1.885406057,16.59857524,Summer,39.04815318,1267.927588,1.19561066,Low
East,Solar,2.94376144,15.85708838,6.72460498,23.2668467,Winter,167.205762,546.9985077,5.725927824,Medium
South,Solar,4.921879408,11.55186732,9.770069544,0.684120738,Summer,310.365306,4435.208883,3.600535471,High
North,Wind,3.389721796,12.69164835,1.018931009,4.079936,Spring,149.0496155,8455.535372,3.123336739,Medium
North,Hydro,30.08130131,15.95828319,0.083199422,12.92957956,Winter,90.71948975,2697.842927,0.51611361,Medium
South,Hydro,10.75563666,7.919409453,4.335827926,1.392612041,Monsoon,20.6253663,4274.954914,1.042498823,Low
North,Solar,-2.397079555,18.30180137,0.926254831,31.5687663,Spring,254.9426978,495.2330724,-13.763036,Medium
South,Hydro,38.60961836,10.66057734,7.483843497,21.31991784,Monsoon,100.7439407,4545.87729,0.458081183,High
South,Solar,34.77036482,3.159096457,9.145486638,27.40726014,Winter,119.646096,5818.369498,0.343988191,High
South,Hydro,36.74885274,13.91798236,4.340209727,8.732359295,Summer,60.54638774,5751.979832,0.483675417,Medium
East,Wind,39.77085202,15.86522701,2.587116422,14.79660147,Spring,54.4343895,3391.024253,0.452586652,Medium
South,Solar,2.825286215,6.335233541,4.34403319,33.19122374,Spring,79.66973072,3223.778489,2.791756259,Low
West,Hydro,12.83089085,17.14358514,7.234478179,48.26513618,Monsoon,97.6552082,1155.573827,1.762580848,Medium
North,Wind,29.12073141,18.1228651,0.090541616,2.52083868,Winter,22.44784461,3731.303374,0.604680094,Low
East,Hydro,26.32092781,5.538089748,5.894539895,44.51921604,Monsoon,198.415329,1084.997222,0.418456859,High
North,Wind,1.925315785,19.67042945,6.132916849,28.84406007,Winter,336.4624332,7689.299853,8.820704566,High
East,Wind,31.71249062,2.814230561,6.376882469,28.19597834,Spring,231.5728547,9666.115548,0.28096647,High
West,Hydro,5.099825733,4.040313368,2.4202208,25.01392676,Winter,689.805384,9703.737121,1.05913422,High
East,Hydro,5.071792667,3.684496785,7.140527234,3.469704295,Spring,357.9279098,8664.203884,1.782838218,High
East,Wind,19.16384903,17.8797942,0.913914863,4.493842587,Winter,180.6727821,6047.842278,0.932049681,High
East,Wind,21.68229707,13.08585105,1.992703365,30.04560028,Summer,77.42244499,7038.570403,0.664771931,Medium
North,Wind,21.10387935,3.042085664,8.774700467,17.04792857,Winter,187.0431216,2923.537447,0.534602363,High
South,Solar,-0.883092317,8.806468367,7.387231507,45.86340333,Summer,282.6952045,6344.62716,138.516986,Medium
North,Wind,34.48573882,12.3059605,0.13745554,20.32952687,Winter,101.6494382,4610.930539,0.35065963,Medium
South,Solar,6.952001916,1.6692817,2.483762604,7.164072935,Winter,628.0015631,4871.971664,0.522263997,High
North,Wind,0.828171458,17.64832737,2.14406483,35.73594168,Monsoon,133.7149099,7601.987948,10.82633257,Medium
West,Solar,34.99366359,16.07207071,2.70806328,14.66767107,Monsoon,59.30923725,2890.99172,0.521762225,Medium
West,Wind,38.00431742,10.10413547,2.475597703,26.27351537,Spring,179.3956393,3248.592156,0.322521557,High
East,Wind,33.79574278,19.34253231,0.625262957,34.89163928,Monsoon,11.99010405,9253.953732,0.573857422,Low
West,Wind,31.42822336,8.355219586,4.589405166,45.01320556,Winter,108.1655606,656.620519,0.399177735,Medium
East,Hydro,24.48588913,19.68220638,7.327334748,39.60955974,Monsoon,174.0480625,4907.779554,1.059784141,High
South,Hydro,19.78858168,13.35839998,6.067317247,33.81805339,Winter,152.7465092,9136.727924,0.934441682,High
West,Wind,-1.085595804,12.69342547,6.728716686,33.98165912,Summer,284.9231676,6142.593777,-226.9053066,High
South,Solar,13.38039459,3.319097906,0.811491785,47.2962322,Winter,138.9697779,5509.430035,0.287237577,Medium
North,Solar,11.77098327,17.63855517,9.514907102,14.79120487,Spring,87.62619731,2572.467374,2.126184155,Medium
South,Wind,6.688920269,8.549793758,8.384918338,0.05560471,Summer,346.6295788,3498.427342,2.202482469,High
North,Hydro,27.55390512,3.244668116,8.050903185,13.59772797,Spring,141.4387342,8535.279316,0.395587618,High
South,Solar,17.31440808,0.2521504,8.22983805,10.89456898,Spring,193.9047182,5636.259505,0.463132,High
South,Hydro,-1.352920284,11.19511367,9.327105081,33.09172926,Spring,53.83623856,5195.947718,-58.14972864,Low
West,Solar,4.908244088,10.54799244,5.442539661,31.68557999,Monsoon,11.81247512,1085.839164,2.706477909,Low
South,Wind,25.74664436,14.38707245,2.002820179,29.67306914,Spring,223.487652,258.6787489,0.612783137,High
West,Hydro,-1.574111323,17.80516106,6.167836079,0.81217216,Summer,163.7754501,9640.483368,-41.75670498,Medium
West,Solar,33.30431113,1.588131693,7.428814937,36.43890272,Winter,140.1577338,3832.163056,0.262851704,High
East,Wind,17.28159372,14.62992981,7.379173934,16.17652062,Spring,22.06909487,6071.809315,1.203894151,Low
East,Wind,16.62639598,3.748238882,5.214490242,33.25279945,Summer,258.1067035,889.1792246,0.508483364,High
North,Wind,21.65835031,17.16354106,0.684587193,27.82892143,Spring,230.3930321,6862.831429,0.787706431,High
South,Hydro,32.11064347,16.38127028,3.711129384,17.13654627,Winter,108.9991411,9332.410416,0.60682601,High
North,Hydro,10.65141436,10.8158751,9.207666085,6.728813355,Summer,42.57438309,5799.086005,1.718550261,Low
South,Wind,25.51072687,14.20485597,5.844489098,4.720944883,Summer,125.8383606,1348.541692,0.75627293,High
East,Hydro,20.45793838,6.287002264,5.383319433,41.57591666,Winter,232.0326329,5859.043122,0.543869662,High
East,Solar,7.016272158,9.423357979,2.688535144,45.9198771,Summer,204.8633671,7686.83741,1.510913413,Medium
South,Wind,34.53834939,16.43273795,3.684489199,32.48940234,Winter,158.3020831,4123.523712,0.566070949,High
South,Wind,30.88417097,9.185303943,8.953460892,5.171705743,Summer,130.3794176,8810.393705,0.568895608,High
East,Hydro,24.63033256,7.155965307,6.664630475,20.10136084,Summer,228.1965132,6521.961238,0.53922811,High
East,Wind,33.27617781,9.884248945,7.873870268,36.44696001,Winter,120.5493865,9002.564291,0.518089249,High
North,Solar,34.02823904,16.56498505,4.543454231,38.9910442,Winter,24.93469448,6272.702581,0.60261206,Low
East,Hydro,26.87633395,6.704160947,6.302472195,5.910931115,Summer,77.43928988,1399.750923,0.466583345,Medium
South,Hydro,32.66559978,3.475231863,2.483836087,0.001535942,Summer,52.94101145,3165.94794,0.177007628,Medium
North,Wind,26.38621578,14.24028041,7.054608303,35.60685229,Winter,186.8770732,2097.769988,0.777576898,High
South,Wind,25.60633473,16.51956425,4.276013337,17.8298088,Monsoon,160.920948,9097.382327,0.781602494,High
West,Wind,22.83751202,2.01274957,4.425455148,12.72406658,Winter,224.4816832,7627.960666,0.270087109,High
North,Hydro,28.87224878,4.797482255,6.493223246,0.644873489,Summer,74.81403165,6796.343852,0.377966372,Medium
South,Wind,2.137229738,2.839439795,9.362806215,27.01497034,Summer,125.3004519,3079.566564,3.889497113,Low
East,Solar,34.63918416,6.958828232,0.640063466,42.55753677,Summer,175.5134941,1922.043243,0.21321733,High
West,Wind,34.23295875,9.007019578,8.247432373,47.88158231,Winter,91.33930595,7588.865771,0.489724751,Medium
South,Wind,-3.683872263,14.97652674,2.923831104,28.28724753,Summer,153.4727946,4794.163664,-6.669601265,Medium
North,Hydro,32.16175378,13.0229517,4.439194545,25.72306639,Monsoon,122.5618252,2335.316566,0.526574872,High
South,Wind,0.799144036,12.41857135,0.219133288,4.252819274,Spring,34.58546581,6204.557584,7.024287318,Low
West,Hydro,10.08034844,7.047498932,3.010460778,27.44364008,Monsoon,157.4906323,499.3051362,0.907729551,Medium
North,Wind,28.45787153,16.82895106,5.026312426,18.99895395,Winter,92.34895207,3329.085516,0.741915907,Medium
West,Solar,2.234195322,9.425743348,0.561760773,30.35676404,Summer,118.349953,4738.714246,3.088095531,Low
South,Solar,31.80851609,19.58209876,4.910957294,19.43631739,Winter,171.8640338,1564.787508,0.746545683,High
East,Hydro,32.44603801,12.68284277,9.271106289,12.01495617,Spring,39.17083784,9848.079328,0.656399094,Medium
East,Hydro,17.83604802,2.525294831,1.053932181,4.748263761,Winter,62.03341183,2170.063909,0.190020062,Low
South,Wind,-4.712635773,13.52355124,7.644407281,15.74592223,Summer,121.1662071,1390.495987,-5.701598492,Medium
South,Wind,7.916715993,6.502080309,4.096710534,4.832241714,Spring,395.2603068,2114.995251,1.188642865,High
South,Solar,22.76171133,13.72654393,6.551737145,8.844847541,Spring,97.92249706,7713.705218,0.853401542,Medium
North,Wind,39.15337801,1.392822963,2.60236598,49.36680793,Summer,129.0555548,4312.506027,0.099498203,High
West,Solar,23.43160872,3.497628744,1.594922625,22.20517785,Summer,10.43181765,5697.617804,0.208441099,Low
West,Hydro,6.691161148,17.11474518,1.604626143,26.59358833,Summer,16.69295973,307.9906542,2.433881044,Low
West,Wind,23.53025664,4.54359114,0.704919456,43.68092644,Winter,151.5735325,440.8699549,0.213960688,Medium
South,Hydro,19.29934209,16.7408225,1.856467049,49.77844502,Monsoon,210.4266247,4513.672943,0.91615233,High
West,Wind,30.09304278,5.585521769,6.64219385,29.13572247,Winter,204.6101044,8184.886908,0.39326211,High
South,Solar,-0.185871253,12.8576382,8.816906118,40.62369105,Winter,42.6167883,8863.864899,26.62299347,Low
North,Hydro,29.24625561,13.88301147,8.141256856,16.34705122,Monsoon,103.8787122,958.3950192,0.728165119,High
East,Hydro,19.35699604,10.25309506,6.851343099,15.28719787,Summer,244.0102492,5429.794711,0.840224075,High
South,Wind,38.33464017,6.106213534,1.104318634,20.13518605,Summer,84.66893708,9140.973894,0.183312524,Medium
South,Hydro,10.38424747,4.252887527,2.891874463,33.62536313,Monsoon,448.6317387,3940.930269,0.627600727,High
East,Solar,23.46798519,0.663787091,3.098068753,34.10958446,Monsoon,50.42844474,8312.701731,0.153746041,Low
East,Hydro,36.94126475,6.078928025,2.499569464,15.76197173,Winter,201.2135273,1423.586979,0.226099408,High
North,Hydro,-0.38706224,13.06325581,5.150056597,6.660496207,Spring,400.4563191,9360.405448,29.71478282,High
West,Wind,37.17528193,18.76609637,5.355538149,31.61981282,Monsoon,151.1986632,7539.090844,0.631865262,High
South,Hydro,25.9548575,17.42408965,3.568859752,6.416293109,Winter,141.7898138,9419.210489,0.778818786,High
West,Wind,-1.94733234,15.32129553,3.537891587,28.92462541,Spring,206.4386393,6798.510612,-19.90767793,Medium
South,Wind,8.543360513,15.76894687,8.285555979,34.6711064,Summer,279.4223403,3697.698927,2.520548481,High
North,Hydro,26.86774399,13.29969807,7.892928483,35.03057482,Summer,57.64553048,9387.993608,0.760471553,Medium
East,Solar,-1.969222934,5.205737151,3.077958317,37.67360553,Winter,463.2607413,2828.111085,-8.54673902,Medium
North,Wind,21.19767071,18.14390061,9.137884439,43.64297108,Winter,142.2409206,3388.507968,1.229038191,High
East,Hydro,10.56473756,13.41464624,9.52815017,24.9979496,Monsoon,222.4624736,7038.003338,1.983857937,High
West,Wind,22.9411983,11.20881262,3.26742542,36.51245948,Summer,242.1060689,7676.631365,0.60465804,High
West,Solar,-2.941608478,2.219789384,3.544249488,30.95863677,Winter,556.5945303,9301.09449,-2.968692677,Medium
North,Solar,34.21915628,8.941110876,5.056341534,9.33199699,Summer,162.5504228,2127.54385,0.397438607,High
East,Wind,38.80700361,9.207165424,9.411208125,1.284482243,Summer,126.8559364,8000.180549,0.467716026,High
North,Solar,38.59950349,17.29127219,8.763194331,14.22706928,Monsoon,11.14275507,7411.605929,0.657949323,Low
East,Hydro,28.73433243,10.9329644,1.025679626,22.15168532,Spring,94.34464584,731.5661069,0.402183034,Medium
East,Hydro,0.853880806,7.608010979,3.927307433,30.85529722,Monsoon,216.5460367,3933.509098,6.222254622,Medium
West,Wind,29.12184382,19.53600657,5.533711897,42.49796653,Winter,56.42991559,2899.378025,0.832277022,Medium
West,Solar,-3.893588759,2.214411867,5.031324726,9.812285835,Monsoon,2258.92467,3114.455201,-2.504065779,High
East,Hydro,-4.004440181,8.450968566,1.938630679,6.277489495,Monsoon,875.2007014,9831.174108,-3.458081579,High
East,Hydro,9.562459862,0.840493503,8.588167712,48.17399737,Summer,360.4097006,6463.496393,0.892657708,High
East,Hydro,16.98894357,14.79808242,6.76940783,5.402227969,Monsoon,246.9513469,7204.993962,1.198930341,High
West,Wind,29.6683338,18.36153104,8.379083749,23.92455351,Winter,66.7891982,9768.514609,0.871929169,Medium
West,Wind,25.74829195,5.600746591,8.587642793,29.27818644,Spring,196.3573354,3834.297646,0.53044095,High
South,Hydro,15.06562179,17.16683354,7.483558537,27.06872105,Monsoon,108.1111857,8038.217668,1.534356553,Medium
East,Hydro,7.313199983,5.844364609,4.392106012,4.301607852,Monsoon,469.4629644,4401.856537,1.231351422,High
South,Solar,39.87060251,18.21540323,6.10546755,2.8513457,Spring,28.96866053,8708.383351,0.595070033,Low
East,Solar,14.1781586,15.07923807,1.603654061,5.274171373,Winter,297.6076725,1888.509659,1.099138082,High
West,Solar,15.31241609,16.09813554,6.736454175,29.27938419,Winter,57.88028654,9482.093153,1.399828792,Medium
South,Wind,2.363071954,0.360131112,1.792532557,27.21724438,Monsoon,603.6516698,2265.839913,0.640088496,Medium
South,Hydro,30.76642969,19.25620714,6.939495905,11.6870396,Summer,130.8837815,3329.583019,0.824634789,High
North,Wind,26.21570016,14.53341984,2.295981608,31.88870709,Monsoon,90.77458685,7586.303118,0.618371063,Medium
East,Hydro,4.934632575,6.095021908,1.175513002,41.0033751,Spring,463.5528203,3998.175901,1.225102787,High
West,Solar,-1.292852947,16.5878933,1.652844901,2.078947992,Spring,250.7971049,6121.29263,-62.28633984,Medium
North,Solar,25.62246859,5.630423968,0.019921352,24.90649718,Spring,230.827792,4501.277661,0.212239722,High
North,Solar,24.45300464,17.45507679,7.187396179,34.46552061,Monsoon,47.11961061,7449.462377,0.968155757,Medium
East,Solar,7.296678715,2.251607808,7.324010491,12.61559635,Monsoon,37.9768797,2360.479398,1.154150791,Low
North,Hydro,37.7888603,14.07371955,5.149333499,15.38854526,Winter,52.9081159,678.7340736,0.495581796,Medium
East,Solar,1.79760513,10.81396953,1.613628011,30.68189515,Summer,314.9814085,3069.301035,4.442227178,Medium
North,Hydro,14.45506605,1.930689404,0.835543375,44.89676467,Monsoon,96.7767739,4795.655782,0.178985504,Low
East,Hydro,37.46271641,4.837876565,0.191289664,40.49622102,Winter,83.06131969,1763.398517,0.130754317,Medium
West,Wind,13.88772926,0.248080726,1.65748177,29.15651095,Monsoon,241.7531917,3612.493168,0.12799551,Medium
East,Solar,23.73366764,9.375359309,8.90855535,36.51108589,Winter,15.53270121,4059.831881,0.739231841,Low
East,Solar,12.89174791,6.025305215,2.415368417,18.24112351,Winter,263.0588782,668.1792525,0.607603427,High
South,Wind,7.339684106,11.96714969,3.542713272,32.0482764,Summer,371.2858745,5874.741757,1.859766241,High
West,Hydro,39.27899416,5.944756154,1.053454845,23.30907956,Monsoon,33.89064207,8854.999937,0.17374344,Low
West,Solar,13.42003028,5.99838223,2.223613047,9.496806823,Winter,265.8021614,1602.254838,0.57017878,High
West,Hydro,35.23446417,14.86386397,5.192245708,35.08691369,Spring,118.6862679,6018.299333,0.553509211,High
North,Wind,5.347957265,0.96285672,6.077526831,27.82323187,Spring,317.545945,6680.918129,1.109078599,Medium
South,Hydro,4.589711681,18.0578999,2.453523142,17.9310791,Spring,269.7532574,4251.413336,3.669495712,High
West,Solar,-3.59896627,17.04527749,0.577321592,45.5669595,Summer,277.3125737,7040.866115,-6.780618618,Medium
North,Hydro,24.32500714,13.35609366,3.910328691,1.046705891,Winter,119.6463517,4166.242281,0.681793385,High
North,Hydro,11.58368547,11.8644314,2.342033709,15.78865756,Summer,6.449950349,5095.909151,1.128959012,Low
North,Solar,33.89612124,17.84604996,2.195539232,2.844069889,Monsoon,126.4710356,172.7951411,0.5743214,High
South,Solar,16.2944458,3.706603591,9.598628027,38.32636581,Monsoon,217.2340718,6948.02913,0.769335529,High
North,Hydro,38.56870426,1.579383244,6.163004859,35.10537271,Winter,10.14917774,6647.292522,0.195669488,Low
South,Hydro,3.348648207,4.790203398,5.568784432,16.56761094,Spring,254.6756021,480.1686855,2.382116772,Medium
East,Wind,34.08804256,15.89156557,4.157751035,33.78314511,Winter,177.600367,3745.676063,0.571400259,High
North,Solar,29.94685838,0.693405335,4.289443334,19.79686131,Winter,118.7121277,9792.415224,0.16101307,Medium
West,Hydro,29.69148301,11.6561367,5.409050038,37.81268957,Winter,106.1476761,4265.291969,0.556023531,High
North,Solar,33.01524527,19.90875032,6.96429807,22.70918314,Summer,149.5904716,5069.259511,0.790029535,High
East,Wind,29.24607959,17.11392188,7.021460962,20.61398639,Monsoon,132.4144708,9108.308566,0.797967312,High
East,Hydro,23.17991447,10.42891378,1.716939077,46.73649577,Winter,161.386661,7200.892571,0.502311655,High
North,Hydro,0.906019496,1.272818186,5.001127521,12.54395499,Winter,977.7873313,5862.494298,3.291648234,High
East,Hydro,-3.536321923,16.62747029,4.11958095,6.022367,Winter,475.3915062,7998.266345,-8.179975519,High
South,Solar,36.43815315,11.97957016,8.705269663,29.22715566,Summer,79.54153207,8657.226038,0.55250695,Medium
South,Wind,22.74926415,2.298659941,6.314189212,48.46609061,Summer,148.431988,4623.19191,0.362657516,Medium
North,Solar,30.84417809,1.877145696,5.325040664,18.89196069,Summer,100.4422388,4803.572813,0.226169642,Medium
South,Hydro,16.66850582,18.19253639,1.153946422,3.101838181,Winter,261.2560788,3921.904263,1.094969943,High
South,Wind,0.278868503,13.38400526,6.056378893,16.96526337,Spring,337.943942,9670.390786,15.20123774,High
West,Hydro,0.633360649,16.58573599,1.172039057,25.29658272,Spring,47.64591255,7001.945917,10.87192535,Low
North,Hydro,25.85043793,17.57957801,3.372065756,8.096150332,Spring,180.8143069,923.9083555,0.780309201,High
East,Solar,14.36376527,11.43544704,1.428419648,32.9051109,Monsoon,172.0846942,8643.300271,0.837286073,Medium
